"","Genus","Subgenus","Species","Subspecies","Accepted_name","Original_name","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_id","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","Uid"
"82","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Valencia/València","Valencia (Hispania)","  NA","  NA",NA,NA,NA,NA,NA,NA,"Giner Marí","C. Ornosa",1,0,0,0,NA,NA,"1412_MNCN_Ent_237104","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3432"
"83","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Madrid","Madrid","  NA","  NA",NA,NA,NA,NA,NA,NA,"M. Escalera","C. Ornosa",0,1,0,0,NA,NA,"1419_MNCN_Ent_237097","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3433"
"84","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Ourense","Orense","  NA","  NA",NA,1908,NA,NA,NA,NA,"Taboada","C. Ornosa",0,1,0,0,NA,NA,"1411_MNCN_Ent_237100","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3434"
"85","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Ourense","Orense","  NA","  NA",NA,1908,NA,NA,NA,NA,"Taboada","C. Ornosa",0,1,0,0,NA,NA,"1417_MNCN_Ent_237099","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3435"
"86","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lagos","  NA","  NA",NA,1909,5,NA,NA,NA,NA,"Quilis",0,1,0,0,NA,NA,"1393_MNCN_Ent_237077","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3436"
"87","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lagos","  NA","  NA",NA,1909,5,NA,NA,NA,NA,"Quilis",0,1,0,0,NA,NA,"1398_MNCN_Ent_237081","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3437"
"88","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lagos","  NA","  NA",NA,1909,5,NA,NA,NA,NA,"Quilis",0,1,0,0,NA,NA,"1401_MNCN_Ent_237078","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3438"
"89","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lagos","  NA","  NA",NA,1909,5,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,"1410_MNCN_Ent_237079","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3439"
"90","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lagos","  NA","  NA",NA,1909,5,NA,NA,NA,NA,"Quilis",0,1,0,0,NA,NA,"1404_MNCN_Ent_237075","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3440"
"91","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lagos","  NA","  NA",NA,1909,5,NA,NA,NA,NA,"Quilis",0,1,0,0,NA,NA,"1405_MNCN_Ent_237074","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3441"
"92","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Huelva","Ayamonte","  NA","  NA",NA,1909,5,NA,NA,NA,NA,"Quilis",0,1,0,0,NA,NA,"1416_MNCN_Ent_237089","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3442"
"93","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lagos","  NA","  NA",NA,1909,5,NA,NA,NA,NA,"C. Ornosa",1,0,0,0,NA,NA,"1403_MNCN_Ent_237076","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3443"
"94","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Lagos","  NA","  NA",NA,1909,5,NA,NA,NA,NA,"Quilis",0,1,0,0,NA,NA,"1399_MNCN_Ent_237080","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3444"
"95","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Madrid","El Paular","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1450_MNCN_Ent_237142","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3445"
"96","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Madrid","Madrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1453_MNCN_Ent_237141","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3446"
"97","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Madrid","Miraflores de la Sierra","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1452_MNCN_Ent_237143","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3447"
"98","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Madrid","El Paular","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1451_MNCN_Ent_237140","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3448"
"99","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Segovia","San Rafael","  NA","  NA",NA,1914,8,12,NA,NA,NA,"Quilis",1,0,0,0,NA,NA,"1465_MNCN_Ent_237144","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3449"
"100","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Valencia/València","Valencia (España)","  NA","  NA",NA,1960,2,14,NA,NA,"M. A. Baron","C. Ornosa",1,0,0,0,NA,NA,"1455_MNCN_Ent_237155","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3450"
"101","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Segovia","La Granja de San Ildefonso","  NA","  NA",NA,1902,7,15,NA,NA,"Dusmet","C. Ornosa",0,1,0,0,NA,NA,"1469_MNCN_Ent_237161","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3451"
"102","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Navalquejigo","  NA","  NA",NA,1957,5,15,NA,NA,"E. Ortiz","C. Ornosa",1,0,0,0,NA,NA,"1471_MNCN_Ent_237157","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3452"
"103","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Navalquejigo","  NA","  NA",NA,1957,5,15,NA,NA,"E. Ortiz","C. Ornosa",1,0,0,0,NA,NA,"1472_MNCN_Ent_237158","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3453"
"104","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Navalquejigo","  NA","  NA",NA,1957,5,15,NA,NA,"E. Ortiz","C. Ornosa",1,0,0,0,NA,NA,"1456_MNCN_Ent_237154","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3454"
"105","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Madrid (España)","  NA","  NA",NA,1957,7,17,NA,NA,"E. Ortiz","C. Ornosa",1,0,0,0,NA,NA,"1454_MNCN_Ent_237151","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3455"
"106","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Madrid (España)","  NA","  NA",NA,1957,7,17,NA,NA,"E. Ortiz","C. Ornosa",1,0,0,0,NA,NA,"1459_MNCN_Ent_237150","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3456"
"107","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","Quilis",1,0,0,0,NA,NA,"1467_MNCN_Ent_237145","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3457"
"108","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Segovia","La Granja de San Ildefonso","  NA","  NA",NA,1906,NA,NA,NA,NA,"M. Escalera","C. Ornosa",0,1,0,0,NA,NA,"1466_MNCN_Ent_237160","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3458"
"109","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Cercedilla","  NA","  NA",NA,1911,7,20,NA,NA,"Mercet","C. Ornosa",0,1,0,0,NA,NA,"1470_MNCN_Ent_237162","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3459"
"110","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Cercedilla","  NA","  NA",NA,1911,7,23,NA,NA,"Mercet",NA,1,0,0,0,NA,NA,"1458_MNCN_Ent_237152","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3460"
"111","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain",NA,NA,"  NA","  NA",NA,1913,6,29,NA,NA,"Dusmet","C. Ornosa",1,0,0,0,NA,NA,"1463_MNCN_Ent_237146","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3461"
"112","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain",NA,NA,"  NA","  NA",NA,1913,6,29,NA,NA,"Dusmet","C. Ornosa",0,1,0,0,NA,NA,"1462_MNCN_Ent_237147","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3462"
"113","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain",NA,NA,"  NA","  NA",NA,1913,6,29,NA,NA,"Dusmet","C. Ornosa",0,1,0,0,NA,NA,"1461_MNCN_Ent_237148","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3463"
"114","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Cádiz","Puerto Real","  NA","  NA",NA,1931,9,4,NA,NA,"Benítez","C. Ornosa",0,1,0,0,NA,NA,"1464_MNCN_Ent_237156","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3464"
"115","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Navalquejigo","  NA","  NA",NA,1957,6,9,NA,NA,"E. Ortiz","C. Ornosa",1,0,0,0,NA,NA,"1468_MNCN_Ent_237159","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3465"
"116","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Madrid","Madrid","  NA","  NA",NA,NA,NA,NA,NA,NA,"G. Mercet","C. Ornosa",0,1,0,0,NA,NA,"1460_MNCN_Ent_237149","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3466"
"117","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Segovia","Segovia (Hispania)","  NA","  NA",NA,NA,NA,NA,NA,NA,"Peris Torres","C. Ornosa",1,0,0,0,NA,NA,"1457_MNCN_Ent_237153","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3467"
"118","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Arganda","  NA","  NA",NA,1933,5,17,NA,NA,"Dusmet","C. Ornosa",0,1,0,0,NA,NA,"1475_MNCN_Ent_237178","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3468"
"119","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Salamanca","Sierra de Béjar","  NA","  NA",NA,NA,NA,NA,NA,NA,"G. Mercet","C. Ornosa",0,1,0,0,NA,NA,"1474_MNCN_Ent_237179","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3469"
"120","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1480_MNCN_Ent_237173","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3470"
"121","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1489_MNCN_Ent_237171","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3471"
"122","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1488_MNCN_Ent_237163","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3472"
"123","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1487_MNCN_Ent_237164","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3473"
"124","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1485_MNCN_Ent_237166","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3474"
"125","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1484_MNCN_Ent_237167","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3475"
"126","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1483_MNCN_Ent_237168","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3476"
"127","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1482_MNCN_Ent_237170","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3477"
"128","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1486_MNCN_Ent_237165","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3478"
"129","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1479_MNCN_Ent_237174","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3479"
"130","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1478_MNCN_Ent_237175","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3480"
"131","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Madrid","Rivas-Vaciamadrid","  NA","  NA",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1476_MNCN_Ent_237177","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3481"
"132","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1980,7,16,NA,NA,"E. Mingo","P. Álvarez",1,0,0,0,NA,NA,"1550_MNCN_Ent_238740","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3491"
"133","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1980,7,16,NA,NA,"E. Mingo","P. Álvarez",0,1,0,0,NA,NA,"1521_MNCN_Ent_238738","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3492"
"134","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Madrid (España)","  NA","  NA",NA,1956,7,17,NA,NA,"J. Templado","C. Ornosa",1,0,0,0,NA,NA,"1572_MNCN_Ent_237251","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3493"
"135","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Madrid (España)","  NA","  NA",NA,1956,7,17,NA,NA,"J. Templado","C. Ornosa",1,0,0,0,NA,NA,"1571_MNCN_Ent_237252","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3494"
"136","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1495_MNCN_Ent_237186","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3497"
"137","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1496_MNCN_Ent_237185","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3498"
"138","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1497_MNCN_Ent_237184","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3499"
"139","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1498_MNCN_Ent_237183","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3500"
"140","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1506_MNCN_Ent_237191","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3501"
"141","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1493_MNCN_Ent_237188","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3502"
"142","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1500_MNCN_Ent_237181","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3503"
"143","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1549_MNCN_Ent_237192","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3504"
"144","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1548_MNCN_Ent_237193","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3505"
"145","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1547_MNCN_Ent_237194","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3506"
"146","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1545_MNCN_Ent_237196","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3507"
"147","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1504_MNCN_Ent_237190","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3508"
"148","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1534_MNCN_Ent_237189","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3509"
"149","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1499_MNCN_Ent_237182","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3510"
"150","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Puebla de Don Fadrique","  NA","  NA",NA,1900,NA,NA,NA,NA,"Escalera","C. Ornosa",0,1,0,0,NA,NA,"1546_MNCN_Ent_237195","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3511"
"151","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1943,6,23,NA,NA,"Dusmet","C. Ornosa",0,1,0,0,NA,NA,"1607_MNCN_Ent_238721","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3514"
"152","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Villaverde","  NA","  NA",NA,1909,7,24,NA,NA,"Dusmet","C. Ornosa",0,1,0,0,NA,NA,"1526_MNCN_Ent_237239","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3515"
"153","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain",NA,NA,"  NA","  NA",NA,1933,7,25,NA,NA,"Dusmet","C. Ornosa",0,1,0,0,NA,NA,"1564_MNCN_Ent_237204","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3516"
"154","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Alcalá","  NA","  NA",NA,1992,9,25,NA,NA,NA,"C. Ornosa",0,1,0,0,NA,NA,"1583_MNCN_Ent_237205","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3517"
"155","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Madrid","  NA","  NA",NA,1903,7,26,NA,NA,"G. Mercet","C. Ornosa",0,1,0,0,NA,NA,"1592_MNCN_Ent_237222","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3518"
"156","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1979,6,28,NA,NA,"E. Mingo","E. Mingo",0,1,0,0,NA,NA,"1523_MNCN_Ent_238744","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3519"
"157","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1979,6,28,NA,NA,"E. Mingo","E. Mingo",1,0,0,0,NA,NA,"1562_MNCN_Ent_238753","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3520"
"158","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1979,6,28,NA,NA,"E. Mingo","P. Álvarez",1,0,0,0,NA,NA,"1567_MNCN_Ent_238758","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3521"
"159","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1979,6,28,NA,NA,"E. Mingo","P. Álvarez",0,1,0,0,NA,NA,"1580_MNCN_Ent_238751","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3522"
"160","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1979,6,28,NA,NA,"E. Mingo","E. Mingo",1,0,0,0,NA,NA,"1505_MNCN_Ent_238757","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3523"
"161","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1979,6,28,NA,NA,"I. Izquierdo","P. Álvarez",1,0,0,0,NA,NA,"1503_MNCN_Ent_238759","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3524"
"162","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1979,6,28,NA,NA,"I. Izquierdo","P. Álvarez",1,0,0,0,NA,NA,"1502_MNCN_Ent_238760","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3525"
"163","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","El Pardo","  NA","  NA",NA,1979,6,28,NA,NA,"L. Hinojosa","E. Mingo",0,1,0,0,NA,NA,"1566_MNCN_Ent_238750","P. Alvarez, M. Paris",NA,NA,"43_Alvarez_etal_3526"
