"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","female","male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Any.other.additional.data"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Cytisus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Fanal"," 32.818309°","-17.154974°","<100m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",4,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Lombo do Mouro"," 32.748180°","-17.031869°","<500m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Oenanthe divaricata","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Areeiro"," 32.715330°","-16.942691°","<1km",2017,"july",4,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Andryala","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Chão da Ribeira "," 32.805233°","-17.114414°","<100m",2017,"june",21,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Chão da Ribeira "," 32.805233°","-17.114414°","<100m",2017,"june",21,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Trifollium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Chão da Ribeira "," 32.805233°","-17.114414°","<100m",2017,"junho",21,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Tolpis","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hoplitis ","acuticornis",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Megachile ","versicolor",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Megachile ","versicolor",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Andryala glandulosa varia","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Megachile ","versicolor",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Andryala glandulosa varia","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Andryala","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Boca da Corrida"," 32.710815°","-16.986935°","<100m",2017,"june",19,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Osmia","madeirensis",NA,"Portugal","Madeira","Boca da Corrida"," 32.710815°","-16.986935°","<100m",2017,"june",19,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",3,0,0,0,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Osmia ","niveata",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Andryala ","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Folhadal"," 32.755551°","-17.044726°","<500m",2017,"julho",7,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Oenanthe","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Folhadal"," 32.755551°","-17.044726°","<500m",2017,"julho",7,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Crepis","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Balcões"," 32.740645°","-16.888777°","<100m",2017,"maio",13,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Aichryson","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Rabaçal"," 32.761199°","-17.129399°","<200m",2017,"july",8,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Geranium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Rabaçal"," 32.761199°","-17.129399°","<200m",2017,"july",8,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Aichryson","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,"Cytisus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Cytisus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Cytisus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Bombus","terrestris",NA,"Portugal","Madeira","Ribeiro Frio"," 32.737463°","-16.884510°","<200m",2017,"maio",13,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,0,0,1,NA,"Erigeron","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Ribeiro Frio"," 32.737463°","-16.884510°","<200m",2017,"maio",13,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Folhadal"," 32.755551°","-17.044726°","<500m",2017,"julho",7,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Andryala","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Rabaçal"," 32.761199°","-17.129399°","<200m",2017,"july",8,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Pericalis","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Rabaçal"," 32.761199°","-17.129399°","<200m",2017,"july",8,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum ","villosulum",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum ","villosulum",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",3,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Portela"," 32.743391°","-16.840798°","<400m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Cytisus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hoplitis ","acuticornis",NA,"Portugal","Madeira","Lombo do Mouro"," 32.748180°","-17.031869°","<500m",2017,"junho",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hoplitis ","acuticornis",NA,"Portugal","Madeira","Bica da Cana"," 32.755777°","-17.060390°","<200m",2017,"junho",11,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Megachile ","versicolor",NA,"Portugal","Madeira","Folhadal"," 32.755551°","-17.044726°","<500m",2017,"julho",7,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Oenanthe","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Megachile ","versicolor",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Megachile ","versicolor",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"junho",18,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",2,1,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Argyranthemum","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Cytisus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Pico das Pedras"," 32.771199°","-16.917459°","<100m",2017,"junho",10,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Orchis","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Argyranthemum","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Andrena","wollastoni",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Echium","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Apis","mellifera",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Hylaeus ","maderensis",NA,"Portugal","Madeira","Ilheu Chao"," 32.585589°","-16.545112°","<100m",2017,"junho",20,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",0,1,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Ponta de São Lourenço"," 32.745170°","-16.711578°","<1km",2017,"Abril",NA,2020-04-16,2020-04-18,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Cytisus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Paul da Serra"," 32.755425°","-17.084203°","<250m",2017,"junho",27,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",3,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Encumeada"," 32.752894°","-17.019299°","<200m",2017,"june",9,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Arieiro"," 32.715330°","-16.942691°","<1km",2017,"june",6,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Cytisus","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Pico das Pedras"," 32.771199°","-16.917459°","<100m",2017,"junho",10,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Galactites","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Halictus","frontalis",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Funchal"," 32.661848°","-16.895185°","<50m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,NA,"2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
"Lasioglossum","wollastoni",NA,"Portugal","Madeira","Calheta"," 32.753869°","-17.149534°","<250m",2017,"junho",26,NA,NA,"Mário Boieiro, Carla Rego e Renata Santos","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos",1,0,0,0,NA,"Asteraceae","2gether","Andreia Penado, Mário Boieiro, Carla Rego e Renata Santos","Direct observation"
