"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","COLLECTION","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,21,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-50","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,21,NA,NA,"S. Castro","S. Castro",NA,NA,NA,7,"DOI 10.1007/s11258-013-0247-51","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,21,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-52","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,22,NA,NA,"S. Castro","S. Castro",NA,NA,NA,8,"DOI 10.1007/s11258-013-0247-53","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,19,"DOI 10.1007/s11258-013-0247-54","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Osmia",NA,"Osmia rufa",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-55","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,25,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-56","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,25,NA,NA,"S. Castro","S. Castro",NA,NA,NA,10,"DOI 10.1007/s11258-013-0247-57","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,25,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-58","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,25,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-59","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2007,4,30,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-60","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2007,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-61","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2007,4,22,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-62","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2007,4,22,NA,NA,"S. Castro","S. Castro",NA,NA,NA,9,"DOI 10.1007/s11258-013-0247-63","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2007,4,22,NA,NA,"S. Castro","S. Castro",NA,NA,NA,9,"DOI 10.1007/s11258-013-0247-64","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2007,4,23,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-65","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2007,4,23,NA,NA,"S. Castro","S. Castro",NA,NA,NA,29,"DOI 10.1007/s11258-013-0247-66","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2007,4,23,NA,NA,"S. Castro","S. Castro",NA,NA,NA,9,"DOI 10.1007/s11258-013-0247-67","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-68","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-69","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-70","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-71","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Halictus",NA,"Halictus sp.",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-72","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,14,NA,NA,"S. Castro","S. Castro",NA,NA,NA,11,"DOI 10.1007/s11258-013-0247-73","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,14,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-74","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Halictus",NA,"Halictus sp.",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,14,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-75","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,15,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-76","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,15,NA,NA,"S. Castro","S. Castro",NA,NA,NA,8,"DOI 10.1007/s11258-013-0247-77","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Halictus",NA,"Halictus sp.",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,15,NA,NA,"S. Castro","S. Castro",NA,NA,NA,6,"DOI 10.1007/s11258-013-0247-78","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,16,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-79","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,16,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-80","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,18,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-81","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,18,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-82","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,18,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-83","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Halictus",NA,"Halictus sp.",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,18,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-84","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Montmajor)","42.266833","2.484427","<100m",2005,5,19,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-85","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-86","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-87","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-88","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Eucera",NA,"Eucera longicornis",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-89","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Osmia",NA,"Osmia rufa",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-90","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,10,"DOI 10.1007/s11258-013-0247-91","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-92","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Osmia",NA,"Osmia rufa",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-93","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-94","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-95","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,3,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-96","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,4,NA,NA,"S. Castro","S. Castro",NA,NA,NA,7,"DOI 10.1007/s11258-013-0247-97","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,4,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-98","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,4,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-99","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,4,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-100","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,7,"DOI 10.1007/s11258-013-0247-101","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,6,NA,NA,"S. Castro","S. Castro",NA,NA,NA,9,"DOI 10.1007/s11258-013-0247-102","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,9,NA,NA,"S. Castro","S. Castro",NA,NA,NA,6,"DOI 10.1007/s11258-013-0247-103","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,9,NA,NA,"S. Castro","S. Castro",NA,NA,NA,9,"DOI 10.1007/s11258-013-0247-104","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,5,9,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-105","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,11,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-106","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,12,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-107","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,12,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-108","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,13,NA,NA,"S. Castro","S. Castro",NA,NA,NA,7,"DOI 10.1007/s11258-013-0247-109","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,13,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-110","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,17,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-111","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,17,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-112","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,18,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-113","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,18,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-114","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,19,NA,NA,"S. Castro","S. Castro",NA,NA,NA,7,"DOI 10.1007/s11258-013-0247-115","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,19,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-116","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,20,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-117","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,20,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-118","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,21,NA,NA,"S. Castro","S. Castro",NA,NA,NA,8,"DOI 10.1007/s11258-013-0247-119","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,21,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-120","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,22,NA,NA,"S. Castro","S. Castro",NA,NA,NA,14,"DOI 10.1007/s11258-013-0247-121","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,22,NA,NA,"S. Castro","S. Castro",NA,NA,NA,8,"DOI 10.1007/s11258-013-0247-122","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-123","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,24,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-124","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,25,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-125","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,25,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-126","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,26,NA,NA,"S. Castro","S. Castro",NA,NA,NA,2,"DOI 10.1007/s11258-013-0247-127","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,27,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-128","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,27,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-129","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,28,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-130","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,28,NA,NA,"S. Castro","S. Castro",NA,NA,NA,5,"DOI 10.1007/s11258-013-0247-131","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,28,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-132","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,29,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-133","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Halictus",NA,"Halictus sp.",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,29,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-134","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,30,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-135","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,30,NA,NA,"S. Castro","S. Castro",NA,NA,NA,6,"DOI 10.1007/s11258-013-0247-136","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pratorum",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,30,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-137","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Osmia",NA,"Osmia rufa",NA,"España","Girona","Olot (Colldecarrera)","42.254514","2.462336","<100m",2005,4,30,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-138","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,7,"DOI 10.1007/s11258-013-0247-139","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,3,"DOI 10.1007/s11258-013-0247-140","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Anthophora",NA,"Anthophora sp.",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,4,"DOI 10.1007/s11258-013-0247-141","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Apis",NA,"Apis mellifera",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,1,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-142","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus pascuorum",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,8,"DOI 10.1007/s11258-013-0247-143","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
"Bombus",NA,"Bombus terrestris",NA,"España","Girona","Olot (Serrat dels Boixos)","42.2563","2.473109","<100m",2005,5,2,NA,NA,"S. Castro","S. Castro",NA,NA,NA,1,"DOI 10.1007/s11258-013-0247-144","Polygala varyredae","Field observation (Censos)","S. Castro",NA,NA
